"Minor","sub","number","url"
"Environmental Humanities ","ENG","231","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/200/ENG-231"
"Environmental Humanities ","ENG","331","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-331"
"Environmental Humanities ","ENG","335","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-335"
"Environmental Humanities ","ENV","151","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENV-Environmental-Science/100/ENV-151"
"Environmental Humanities ","ENG","337","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-337"
"Environmental Humanities ","ENG","344","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-344"
"Environmental Humanities ","PHI","210","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-210"
"Environmental Humanities ","REL","348","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/REL-Religious-Studies/300/REL-348"
"Environmental Humanities ","REL","349","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/REL-Religious-Studies/300/REL-349"
"International Development","POE","120","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-120"
"International Development","POE","260","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-260"
"International Development","POE","263","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-263"
"International Development","ATH","305","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ATH-Anthropology/300/ATH-305"
"International Development","POE","130","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-130"
"International Development","POE","199","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-199"
"International Development","POE","351","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-351"
"International Development","POE","368","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-368"
"International Development","POE","370","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-370"
"International Development","POE","374","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-374"
"International Development","POE","380","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-380"
"International Development","POE","392","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-392"
"International Development","POE","399","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-399"
"French","FRE","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/100/FRE-101"
"French","FRE","101REV","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/100/FRE-101REV"
"French","FRE","102","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/100/FRE-102"
"French","FRE","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/200/FRE-201"
"French","FRE","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/200/FRE-202"
"French","FRE","299","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/200/FRE-299"
"French","FRE","301","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/300/FRE-301"
"French","FRE","302","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/300/FRE-302"
"French","FRE","333","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/300/FRE-333"
"French","FRE","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/200/FRE-202"
"French","FRE","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FRE-French/200/FRE-202"
"French","ENG","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/100/ENG-100"
"French","FYS","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FYS-First-Year-Seminar/100/FYS-101"
"French","FYS","110","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/FYS-First-Year-Seminar/100/FYS-110"
"Judaic Studies ","HIS","370","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-370"
"Judaic Studies ","REL","206","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/REL-Religious-Studies/200/REL-206"
"Judaic Studies ","HIS","339","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-339"
"Judaic Studies ","HIS","364","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-364"
"Judaic Studies ","HIS","365","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-365"
"Judaic Studies ","HIS","367","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-367"
"Judaic Studies ","HIS","372","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-372"
"Judaic Studies ","HIS","374","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-374"
"Judaic Studies ","HIS","376","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-376"
"Judaic Studies ","REL","112","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/REL-Religious-Studies/100/REL-112"
"Judaic Studies ","REL","113","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/REL-Religious-Studies/100/REL-113"
"Literature in English","ENG","306","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-306"
"Literature in English","ENG","307","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-307"
"Literature in English","ENG","308","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-308"
"Literature in English","ENG","309","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-309"
"Literature in English","ENG","310","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-310"
"Literature in English","ENG","311","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-311"
"Literature in English","ENG","315","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-315"
"Literature in English","ENG","316","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-316"
"Literature in English","ENG","317","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-317"
"Literature in English","ENG","318","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-318"
"Literature in English","ENG","319","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-319"
"Literature in English","ENG","320","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-320"
"Literature in English","ENG","322","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-322"
"Literature in English","ENG","324","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-324"
"Literature in English","ENG","325","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-325"
"Literature in English","ENG","329","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-329"
"Literature in English","ENG","330","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-330"
"Literature in English","ENG","331","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-331"
"Literature in English","ENG","332","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-332"
"Literature in English","ENG","333","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-333"
"Literature in English","ENG","334","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-334"
"Literature in English","ENG","335","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-335"
"Literature in English","ENG","337","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-337"
"Literature in English","ENG","338","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/300/ENG-338"
"Literature in English","ENG","280","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ENG-English/200/ENG-280"
"Latin American Studies","LAS","490","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/LAS-Latin-American-Studies/400/LAS-490"
"Latin American Studies","LAS","490","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/LAS-Latin-American-Studies/400/LAS-490"
"Latin American Studies","ATH","249","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ATH-Anthropology/200/ATH-249"
"Latin American Studies","HIS","230","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/200/HIS-230"
"Latin American Studies","SPA","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/200/SPA-201"
"Latin American Studies","SPA","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/200/SPA-202"
"Latin American Studies","SPA","235","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/200/SPA-235"
"Latin American Studies","ATH","128","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ATH-Anthropology/100/ATH-128"
"Latin American Studies","ATH","305","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ATH-Anthropology/300/ATH-305"
"Latin American Studies","HIS","378","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-378"
"Latin American Studies","HIS","381","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-381"
"Latin American Studies","HIS","382","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-382"
"Latin American Studies","HIS","385","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-385"
"Latin American Studies","HIS","386","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-386"
"Latin American Studies","HIS","387","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-387"
"Latin American Studies","HIS","388","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-388"
"Latin American Studies","HIS","389","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-389"
"Latin American Studies","SPA","305","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-305"
"Latin American Studies","SPA","306","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-306"
"Latin American Studies","SPA","307","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-307"
"Latin American Studies","SPA","308","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-308"
"Latin American Studies","SPA","401","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/400/SPA-401"
"Latin American Studies","SPA","402","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/400/SPA-402"
"Latin American Studies","SPA","412","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/400/SPA-412"
"Music","MUS","001","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/000/MUS-001"
"Music","MUS","001","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/000/MUS-001"
"Music","MUS","111","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-111"
"Music","MUS","111","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-111"
"Music","MUS","311","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-311"
"Music","MUS","312","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/300/MUS-312"
"Music","MUS","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-100"
"Music","MUS","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-200"
"Music","MUS","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-100"
"Music","MUS","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-101"
"Music","MUS","121","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-121"
"Music","MUS","129","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-129"
"Music","MUS","133","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-133"
"Music","MUSAP","130","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/100/MUSAP-130"
"Music","MUSAP","230","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/200/MUSAP-230"
"Music","MUSAP","330","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/300/MUSAP-330"
"Music","MUSAP","430","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/400/MUSAP-430"
"Music","MUS","121","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-121"
"Music","MUS","123","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-123"
"Music","MUS","124","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-124"
"Music","MUS","125","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-125"
"Music","MUS","126","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-126"
"Music","MUS","127","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-127"
"Music","MUS","128","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/MUS-Music/100/MUS-128"
"Legal Psychology","PSY","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-100"
"Legal Psychology","PSY","203","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-203"
"Legal Psychology","PSY","407","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/400/PSY-407"
"Legal Psychology","PSY","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-101"
"Legal Psychology","PSY","404","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/400/PSY-404"
"Legal Psychology","POE","300","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-300"
"Philosophy","PHI","150","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHI-Philosophy/100/PHI-150"
"Philosophy","PHI","214","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-214"
"Philosophy","POE","250","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-250"
"Philosophy","POE","255","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-255"
"Philosophy","POE","350","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-350"
"Philosophy","SPE","310","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPE-Speech/300/SPE-310"
"Political Economy","POE","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-100"
"Political Economy","POE","241","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-241"
"Political Economy","POE","120","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/100/POE-120"
"Political Economy","POE","250","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-250"
"Political Economy","POE","255","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-255"
"Political Economy","POE","263","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/200/POE-263"
"Religious Studies","REL","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/REL-Religious-Studies/100/REL-100"
"Religious Studies","PHI","351","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHI-Philosophy/300/PHI-351"
"Religious Studies","ATH","128","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ATH-Anthropology/100/ATH-128"
"Religious Studies","HIS","221","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/200/HIS-221"
"Religious Studies","HIS","242","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/200/HIS-242"
"Religious Studies","HIS","325","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-325"
"Religious Studies","HIS","326","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-326"
"Religious Studies","HIS","346","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-346"
"Religious Studies","HIS","363","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-363"
"Religious Studies","HIS","364","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-364"
"Religious Studies","HIS","367","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-367"
"Religious Studies","HIS","370","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-370"
"Religious Studies","HIS","372","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-372"
"Religious Studies","HIS","374","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-374"
"Religious Studies","HIS","378","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/HIS-History/300/HIS-378"
"Religious Studies","PHI","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-201"
"Religious Studies","SOC","304","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SOC-Sociology/300/SOC-304"
"Psychological Development and Education","PSY","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-100"
"Psychological Development and Education","PSY","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-201"
"Psychological Development and Education","PSY","221","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-221"
"Psychological Development and Education","EDU","301","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-301"
"Psychological Development and Education","EDU","446","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-446"
"Psychological Development and Education","EDU","442","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-442"
"Psychological Development and Education","EDU","430","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-430"
"Psychological Development and Education","PSY","364","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-364"
"Psychological Development and Education","PSY","340","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-340"
"Psychological Development and Education","PSY","410","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/400/PSY-410"
"Spanish","SPA","101","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/100/SPA-101"
"Spanish","SPA","102","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/100/SPA-102"
"Spanish","SPA","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/200/SPA-201"
"Spanish","SPA","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/200/SPA-202"
"Spanish","SPA","235","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/200/SPA-235"
"Spanish","SPA","300","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-300"
"Spanish","SPA","307","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-307"
"Spanish","SPA","308","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-308"
"Spanish","SPA","305","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-305"
"Spanish","SPA","306","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-306"
"Spanish","SPA","307","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-307"
"Spanish","SPA","308","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-308"
"Spanish","SPA","101REV","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/100/SPA-101REV"
"Spanish","SPA","210","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/200/SPA-210"
"Spanish","SPA","299","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/200/SPA-299"
"Spanish","SPA","310","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SPA-Spanish/300/SPA-310"
"Psychology and Health","PSY","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/100/PSY-100"
"Psychology and Health","ATH","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/ATH-Anthropology/200/ATH-202"
"Psychology and Health","PSY","201","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/200/PSY-201"
"Psychology and Health","SOC","100","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SOC-Sociology/100/SOC-100"
"Psychology and Health","POE","340","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/POE-Political-Economy/300/POE-340"
"Psychology and Health","PSY","330","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-330"
"Psychology and Health","PSY","331","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-331"
"Psychology and Health","PSY","340","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-340"
"Psychology and Health","PSY","364","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-364"
"Psychology and Health","PSY","370","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/300/PSY-370"
"Psychology and Health","PSY","404","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PSY-Psychology/400/PSY-404"
"Psychology and Health","SOC","320","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SOC-Sociology/300/SOC-320"
"Psychology and Health","SOC","349","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/SOC-Sociology/300/SOC-349"
"Psychology and Health","PHI","202","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHI-Philosophy/200/PHI-202"
"Theatre","THE","115","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/THE-Theatre/100/THE-115"
